session_id	session_ref	session_track	session_type	session_title	chair	chair_affiliation	discussant	discussant_affiliation	abstract_id
4407	CF12	International and Domestic Conflict	Panel	State Capacity and conflict	Frank-Borge Wietzke	IBEI, Spain	NA	NA	85726
4407	CF12	International and Domestic Conflict	Panel	State Capacity and conflict	Frank-Borge Wietzke	IBEI, Spain	NA	NA	86732
4407	CF12	International and Domestic Conflict	Panel	State Capacity and conflict	Frank-Borge Wietzke	IBEI, Spain	NA	NA	86215
4406	CF11	International and Domestic Conflict	Panel	Conflict and the survival of leaders	Oren Barak	Hebrew University of Jerusalem, Israel	Ana Carolina Garriga	University of Essex, United Kingdom	83908
4406	CF11	International and Domestic Conflict	Panel	Conflict and the survival of leaders	Oren Barak	Hebrew University of Jerusalem, Israel	Ana Carolina Garriga	University of Essex, United Kingdom	85621
4406	CF11	International and Domestic Conflict	Panel	Conflict and the survival of leaders	Oren Barak	Hebrew University of Jerusalem, Israel	Ana Carolina Garriga	University of Essex, United Kingdom	86032
4406	CF11	International and Domestic Conflict	Panel	Conflict and the survival of leaders	Oren Barak	Hebrew University of Jerusalem, Israel	Ana Carolina Garriga	University of Essex, United Kingdom	86435
4405	CF10	International and Domestic Conflict	Panel	Peacekeeping and dispute resolution	Lesley-Ann Daniels	Institut Barcelona d'Estudis Internacionals (IBEI), Spain	Scott Gates	PRIO, Norway	80390
4405	CF10	International and Domestic Conflict	Panel	Peacekeeping and dispute resolution	Lesley-Ann Daniels	Institut Barcelona d'Estudis Internacionals (IBEI), Spain	Scott Gates	PRIO, Norway	85750
4405	CF10	International and Domestic Conflict	Panel	Peacekeeping and dispute resolution	Lesley-Ann Daniels	Institut Barcelona d'Estudis Internacionals (IBEI), Spain	Scott Gates	PRIO, Norway	75587
4405	CF10	International and Domestic Conflict	Panel	Peacekeeping and dispute resolution	Lesley-Ann Daniels	Institut Barcelona d'Estudis Internacionals (IBEI), Spain	Scott Gates	PRIO, Norway	84869
4404	CF9	International and Domestic Conflict	Panel	Self-determination and secessionism	Sabine Carey	University of Mannheim, Germany	Akisato Suzuki	University College Dublin, Ireland	84026
4404	CF9	International and Domestic Conflict	Panel	Self-determination and secessionism	Sabine Carey	University of Mannheim, Germany	Akisato Suzuki	University College Dublin, Ireland	86602
4404	CF9	International and Domestic Conflict	Panel	Self-determination and secessionism	Sabine Carey	University of Mannheim, Germany	Akisato Suzuki	University College Dublin, Ireland	86262
4404	CF9	International and Domestic Conflict	Panel	Self-determination and secessionism	Sabine Carey	University of Mannheim, Germany	Akisato Suzuki	University College Dublin, Ireland	86256
4403	CF8	International and Domestic Conflict	Panel	Funding civil wars	Megan Stewart	American University, USA	Carl Müller-Crepon	ETH Zurich, Switzerland	75917
4403	CF8	International and Domestic Conflict	Panel	Funding civil wars	Megan Stewart	American University, USA	Carl Müller-Crepon	ETH Zurich, Switzerland	84701
4403	CF8	International and Domestic Conflict	Panel	Funding civil wars	Megan Stewart	American University, USA	Carl Müller-Crepon	ETH Zurich, Switzerland	86117
4403	CF8	International and Domestic Conflict	Panel	Funding civil wars	Megan Stewart	American University, USA	Carl Müller-Crepon	ETH Zurich, Switzerland	86160
4403	CF8	International and Domestic Conflict	Panel	Funding civil wars	Megan Stewart	American University, USA	Carl Müller-Crepon	ETH Zurich, Switzerland	84646
4402	CF7	International and Domestic Conflict	Panel	Peace agreements	Felix Haass	German Institute of Global and Area Studies, Hamburg, Germany	Edward Morgan-Jones	University of Kent, United Kingdom	75866
4402	CF7	International and Domestic Conflict	Panel	Peace agreements	Felix Haass	German Institute of Global and Area Studies, Hamburg, Germany	Edward Morgan-Jones	University of Kent, United Kingdom	86131
4402	CF7	International and Domestic Conflict	Panel	Peace agreements	Felix Haass	German Institute of Global and Area Studies, Hamburg, Germany	Edward Morgan-Jones	University of Kent, United Kingdom	86239
4402	CF7	International and Domestic Conflict	Panel	Peace agreements	Felix Haass	German Institute of Global and Area Studies, Hamburg, Germany	Edward Morgan-Jones	University of Kent, United Kingdom	86249
4402	CF7	International and Domestic Conflict	Panel	Peace agreements	Felix Haass	German Institute of Global and Area Studies, Hamburg, Germany	Edward Morgan-Jones	University of Kent, United Kingdom	86441
4401	CF6	International and Domestic Conflict	Panel	Gender, identity, and conflict	Brandon Prins	University of Tennessee, USA	Brandon Prins	University of Tennessee	86196
4401	CF6	International and Domestic Conflict	Panel	Gender, identity, and conflict	Brandon Prins	University of Tennessee, USA	Brandon Prins	University of Tennessee	84427
4401	CF6	International and Domestic Conflict	Panel	Gender, identity, and conflict	Brandon Prins	University of Tennessee, USA	Brandon Prins	University of Tennessee	85238
4401	CF6	International and Domestic Conflict	Panel	Gender, identity, and conflict	Brandon Prins	University of Tennessee, USA	Brandon Prins	University of Tennessee	81549
4400	CF5	International and Domestic Conflict	Panel	Climate and conflict	David Marshall	University of Reading, United Kingdom	Defne Günay	Yasar University, Turkey	84411
4400	CF5	International and Domestic Conflict	Panel	Climate and conflict	David Marshall	University of Reading, United Kingdom	Defne Günay	Yasar University, Turkey	86054
4400	CF5	International and Domestic Conflict	Panel	Climate and conflict	David Marshall	University of Reading, United Kingdom	Defne Günay	Yasar University, Turkey	86501
4400	CF5	International and Domestic Conflict	Panel	Climate and conflict	David Marshall	University of Reading, United Kingdom	Defne Günay	Yasar University, Turkey	86621
4399	CF4	International and Domestic Conflict	Panel	Terrorism and Migration	Oguzhan Turkoglu	Trinity College Dublin, Ireland	Seraina Ruegger	ETH Zurich, Switzerland	84460
4399	CF4	International and Domestic Conflict	Panel	Terrorism and Migration	Oguzhan Turkoglu	Trinity College Dublin, Ireland	Seraina Ruegger	ETH Zurich, Switzerland	84508
4399	CF4	International and Domestic Conflict	Panel	Terrorism and Migration	Oguzhan Turkoglu	Trinity College Dublin, Ireland	Seraina Ruegger	ETH Zurich, Switzerland	85173
4399	CF4	International and Domestic Conflict	Panel	Terrorism and Migration	Oguzhan Turkoglu	Trinity College Dublin, Ireland	Seraina Ruegger	ETH Zurich, Switzerland	85298
4399	CF4	International and Domestic Conflict	Panel	Terrorism and Migration	Oguzhan Turkoglu	Trinity College Dublin, Ireland	Seraina Ruegger	ETH Zurich, Switzerland	82001
4398	CF3	International and Domestic Conflict	Panel	Migration and conflict	Seraina Ruegger	ETH Zurich, Switzerland	Mascha Rauschenbach	German Institute for Development Evaluation (DEval), Germany	83132
4398	CF3	International and Domestic Conflict	Panel	Migration and conflict	Seraina Ruegger	ETH Zurich, Switzerland	Mascha Rauschenbach	German Institute for Development Evaluation (DEval), Germany	84631
4398	CF3	International and Domestic Conflict	Panel	Migration and conflict	Seraina Ruegger	ETH Zurich, Switzerland	Mascha Rauschenbach	German Institute for Development Evaluation (DEval), Germany	85310
4398	CF3	International and Domestic Conflict	Panel	Migration and conflict	Seraina Ruegger	ETH Zurich, Switzerland	Mascha Rauschenbach	German Institute for Development Evaluation (DEval), Germany	86133
4398	CF3	International and Domestic Conflict	Panel	Migration and conflict	Seraina Ruegger	ETH Zurich, Switzerland	Mascha Rauschenbach	German Institute for Development Evaluation (DEval), Germany	86186
4397	CF2	International and Domestic Conflict	Panel	Conflict dynamics and diffusion	Adam Scharpf	German Institute of Global and Area Studies, Germany	Tore Wig	PRIO, Norway	76380
4397	CF2	International and Domestic Conflict	Panel	Conflict dynamics and diffusion	Adam Scharpf	German Institute of Global and Area Studies, Germany	Tore Wig	PRIO, Norway	86037
4397	CF2	International and Domestic Conflict	Panel	Conflict dynamics and diffusion	Adam Scharpf	German Institute of Global and Area Studies, Germany	Tore Wig	PRIO, Norway	86326
4397	CF2	International and Domestic Conflict	Panel	Conflict dynamics and diffusion	Adam Scharpf	German Institute of Global and Area Studies, Germany	Tore Wig	PRIO, Norway	86556
4397	CF2	International and Domestic Conflict	Panel	Conflict dynamics and diffusion	Adam Scharpf	German Institute of Global and Area Studies, Germany	Tore Wig	PRIO, Norway	86587
4396	CP2	Comparative Politics	Panel	New Research in African Political Economy	Patrick Kuhn	Durham University, United Kingdom	Rachael McLellan	Princeton University, USA	84732
4396	CP2	Comparative Politics	Panel	New Research in African Political Economy	Patrick Kuhn	Durham University, United Kingdom	Rachael McLellan	Princeton University, USA	85277
4396	CP2	Comparative Politics	Panel	New Research in African Political Economy	Patrick Kuhn	Durham University, United Kingdom	Rachael McLellan	Princeton University, USA	85396
4396	CP2	Comparative Politics	Panel	New Research in African Political Economy	Patrick Kuhn	Durham University, United Kingdom	Rachael McLellan	Princeton University, USA	85952
4396	CP2	Comparative Politics	Panel	New Research in African Political Economy	Patrick Kuhn	Durham University, United Kingdom	Rachael McLellan	Princeton University, USA	86241
4395	CF1	International and Domestic Conflict	Panel	Empirical Advances in the Study of Post-Conflict Politics	Krzysztof Krakowski	Collegio Carlo Alberto, Italy	Lesley-Ann Daniels	Institut Barcelona d'Estudis Internacionals (IBEI), Spain	75527
4395	CF1	International and Domestic Conflict	Panel	Empirical Advances in the Study of Post-Conflict Politics	Krzysztof Krakowski	Collegio Carlo Alberto, Italy	Lesley-Ann Daniels	Institut Barcelona d'Estudis Internacionals (IBEI), Spain	85487
